id,type,is_shell,is_dormant,watchlisted,avg_txn_amt,open_date,last_active,kyc_risk
ACC_0345,NRO,False,False,False,47976.18038917887,2023-05-17,,MEDIUM
ACC_0346,NRO,False,False,False,6388.781177947335,2018-10-27,,LOW
ACC_0347,SAVINGS,False,False,False,6707.915129613068,2022-04-04,,MEDIUM
ACC_0348,SAVINGS,False,False,False,15334.59911688366,2020-10-08,,LOW
ACC_0349,CURRENT,False,False,False,28109.515220391007,2021-10-26,,HIGH
ACC_0350,CURRENT,False,False,False,52737.87033905608,2021-07-03,,LOW
ACC_0351,DORMANT,False,True,False,213294.1462495342,2020-06-19,,LOW
ACC_0352,SAVINGS,False,False,False,101639.90958194212,2019-07-17,,LOW
ACC_0353,SAVINGS,False,False,False,29973.644685482566,2020-08-03,,LOW
ACC_0354,SAVINGS,False,False,False,35496.18661922076,2018-06-07,,MEDIUM
ACC_0355,DORMANT,False,True,False,10904.87005460124,2021-05-01,,LOW
ACC_0356,SAVINGS,False,False,False,35517.621649879875,2022-06-10,,MEDIUM
ACC_0357,SAVINGS,False,False,False,25683.643621097104,2021-03-16,,MEDIUM
ACC_0358,SAVINGS,False,False,False,53490.65648040162,2018-11-05,,HIGH
ACC_0359,SAVINGS,False,False,False,13457.917421816624,2022-09-11,,LOW
ACC_0360,CURRENT,False,False,False,67725.34879386623,2018-12-20,,LOW
ACC_0361,CURRENT,False,False,False,228498.90463913555,2020-12-09,,LOW
ACC_0362,SAVINGS,False,False,False,31872.148570636695,2019-08-03,,LOW
ACC_0363,NRO,False,False,False,58809.22836285898,2018-04-18,,MEDIUM
ACC_0364,CURRENT,False,False,False,83130.98622094939,2018-07-13,,LOW
ACC_0365,SAVINGS,False,False,False,22438.54311010762,2022-10-11,,MEDIUM
ACC_0366,SHELL,True,False,False,47520.23874754118,2019-11-14,,LOW
ACC_0367,CURRENT,False,False,False,36868.42899207717,2019-09-28,,HIGH
ACC_0368,CURRENT,False,False,False,40831.58970391989,2021-05-03,,MEDIUM
ACC_0369,SAVINGS,False,False,False,14362.677194364003,2021-08-10,,MEDIUM
ACC_0370,NRO,False,False,False,37399.48484503119,2022-08-25,,HIGH
ACC_0371,DORMANT,False,True,False,66012.40444561237,2018-07-11,,MEDIUM
ACC_0372,SAVINGS,False,False,False,207186.0227566782,2020-01-13,,LOW
ACC_0373,DORMANT,False,True,False,114820.46244773814,2022-04-19,,LOW
ACC_0374,SAVINGS,False,False,False,481094.4776417884,2018-06-08,,LOW
ACC_0375,NRO,False,False,False,14460.599073169473,2021-01-10,,MEDIUM
ACC_0376,SHELL,True,False,True,103443.90499774467,2019-11-21,,MEDIUM
ACC_0377,CURRENT,False,False,False,45252.37377580816,2018-11-12,,LOW
ACC_0378,SHELL,True,False,False,502707.3747538517,2022-07-15,,HIGH
ACC_0379,CURRENT,False,False,False,13767.170085601869,2020-01-17,,MEDIUM
ACC_0380,SAVINGS,False,False,False,13257.699929536435,2019-08-07,,MEDIUM
ACC_0381,NRO,False,False,False,17689.540743724592,2019-05-05,,LOW
ACC_0382,NRO,False,False,False,2839.3349489518914,2022-09-07,,LOW
ACC_0383,CURRENT,False,False,False,19323.823153528283,2020-06-21,,LOW
ACC_0384,SAVINGS,False,False,False,14603.854886030926,2020-12-16,,LOW
ACC_0385,SAVINGS,False,False,False,43498.10025270273,2021-05-23,,LOW
ACC_0386,SAVINGS,False,False,False,54726.710103154044,2022-11-26,,LOW
ACC_0387,DORMANT,False,True,False,345036.3342238842,2020-11-22,,MEDIUM
ACC_0388,SAVINGS,False,False,False,113607.93189184395,2019-07-13,,LOW
ACC_0389,CURRENT,False,False,False,18173.424492142476,2018-07-07,,HIGH
ACC_0390,SAVINGS,False,False,False,12356.06598546045,2019-12-17,,HIGH
ACC_0391,SAVINGS,False,False,False,65532.59987400057,2020-02-05,,LOW
ACC_0392,DORMANT,False,True,False,7448.143990733148,2018-02-27,,LOW
ACC_0393,SAVINGS,False,False,False,327011.4678117695,2019-11-18,,MEDIUM
ACC_0394,SAVINGS,False,False,False,149541.33843559198,2022-08-27,,LOW
ACC_0395,SHELL,True,False,False,20681.383307722535,2020-08-18,,LOW
ACC_0396,SAVINGS,False,False,False,4648.215051941978,2019-06-09,,LOW
ACC_0397,SAVINGS,False,False,False,184360.22163109752,2021-05-31,,LOW
ACC_0398,SAVINGS,False,False,False,31651.85974927871,2019-09-09,,LOW
ACC_0399,SAVINGS,False,False,False,160392.5576052231,2021-06-29,,LOW
ACC_0400,SAVINGS,False,False,False,5359.826099668133,2021-05-07,,LOW
ACC_0401,CURRENT,False,False,False,17689.914828191082,2022-01-11,,LOW
ACC_0402,SAVINGS,False,False,False,36544.73624645289,2019-05-08,,LOW
ACC_0403,SAVINGS,False,False,False,38421.662707394986,2020-12-08,,HIGH
ACC_0404,SAVINGS,False,False,False,21161.133111364343,2020-11-05,,MEDIUM
ACC_0405,CURRENT,False,False,True,76681.81899826552,2022-11-24,,LOW
ACC_0406,CURRENT,False,False,False,10085.514694579158,2019-06-04,,MEDIUM
ACC_0407,SAVINGS,False,False,False,30611.915818482154,2019-05-09,,MEDIUM
ACC_0408,CURRENT,False,False,False,41955.07819370869,2022-02-14,,MEDIUM
ACC_0409,SAVINGS,False,False,False,67327.67172382471,2019-11-25,,MEDIUM
ACC_0410,SAVINGS,False,False,False,85300.69265816665,2020-08-09,,HIGH
ACC_0411,SAVINGS,False,False,False,9418.484653247559,2018-10-04,,LOW
ACC_0412,NRO,False,False,False,5762.132985456766,2019-08-24,,LOW
ACC_0413,NRO,False,False,False,168250.99920122765,2019-10-09,,HIGH
ACC_0414,CURRENT,False,False,False,54110.136559675,2021-01-17,,LOW
ACC_0415,SAVINGS,False,False,False,14791.621079153489,2019-08-09,,LOW
ACC_0416,NRO,False,False,False,233603.9340185007,2019-11-11,,LOW
ACC_0417,NRO,False,False,False,41723.07287613239,2020-03-30,,MEDIUM
ACC_0418,SHELL,True,False,False,149515.69070837347,2023-06-18,,LOW
ACC_0419,CURRENT,False,False,False,39380.34754968481,2022-06-21,,LOW
ACC_0420,NRO,False,False,False,430583.9156447509,2018-06-11,,LOW
ACC_0421,DORMANT,False,True,False,298465.3160516315,2019-08-25,,LOW
ACC_0422,SAVINGS,False,False,False,26936.648114467564,2019-09-20,,LOW
ACC_0423,CURRENT,False,False,False,116527.79895296194,2020-06-28,,LOW
ACC_0424,SAVINGS,False,False,False,78782.89151361345,2019-12-24,,MEDIUM
ACC_0425,SAVINGS,False,False,False,187654.51575319038,2022-06-09,,HIGH
ACC_0426,SAVINGS,False,False,False,11408.24760933202,2020-01-15,,LOW
ACC_0427,CURRENT,False,False,False,82723.72763379276,2018-03-05,,LOW
ACC_0428,CURRENT,False,False,False,129328.29645191495,2018-03-13,,LOW
ACC_0429,SAVINGS,False,False,False,4400.672355463442,2020-01-12,,LOW
ACC_0430,CURRENT,False,False,False,8778.75419034277,2021-10-22,,LOW
ACC_0431,SAVINGS,False,False,False,3142.9633839185412,2018-06-07,,LOW
ACC_0432,CURRENT,False,False,False,26283.8982981691,2021-08-23,,LOW
ACC_0433,DORMANT,False,True,True,85909.58688755668,2019-01-17,,LOW
ACC_0434,SAVINGS,False,False,False,220318.270175933,2019-06-21,,MEDIUM
ACC_0435,CURRENT,False,False,False,39692.3493494687,2021-06-07,,LOW
ACC_0436,SHELL,True,False,False,256360.1715221727,2018-09-09,,LOW
ACC_0437,SAVINGS,False,False,False,6931.823924629818,2021-12-31,,LOW
ACC_0438,SAVINGS,False,False,False,4702.930352983399,2022-09-28,,HIGH
ACC_0439,CURRENT,False,False,False,33973.726719162594,2021-01-31,,LOW
ACC_0440,SHELL,True,False,False,57577.004453145484,2021-12-28,,MEDIUM
ACC_0441,CURRENT,False,False,False,34918.29916970966,2020-01-11,,LOW
ACC_0442,SAVINGS,False,False,False,3038.348772686162,2018-10-12,,LOW
ACC_0443,SAVINGS,False,False,False,32632.23728729816,2021-03-18,,LOW
ACC_0444,NRO,False,False,False,7590.377452529252,2021-06-07,,MEDIUM
ACC_0445,SAVINGS,False,False,False,81113.69233547238,2022-01-08,,MEDIUM
ACC_0446,CURRENT,False,False,False,56382.713671245496,2022-08-14,,LOW
ACC_0447,SAVINGS,False,False,False,11756.296594317857,2018-06-01,,LOW
ACC_0448,CURRENT,False,False,False,19601.467192868156,2022-12-04,,MEDIUM
ACC_0449,CURRENT,False,False,False,10187.775231093756,2022-04-22,,HIGH
ACC_0450,SAVINGS,False,False,False,33684.23097609986,2018-04-24,,MEDIUM
ACC_0451,CURRENT,False,False,False,114253.02490533849,2018-11-28,,LOW
ACC_0452,CURRENT,False,False,False,11126.987518179554,2023-04-11,,LOW
ACC_0453,SAVINGS,False,False,False,66493.2567084193,2019-02-07,,MEDIUM
ACC_0454,CURRENT,False,False,False,19219.69585414778,2019-09-13,,MEDIUM
ACC_0455,SAVINGS,False,False,False,14024.381102948215,2021-04-27,,HIGH
ACC_0456,SAVINGS,False,False,False,31938.37577365903,2022-01-15,,HIGH
ACC_0457,SAVINGS,False,False,False,10485.086708799792,2018-03-26,,MEDIUM
ACC_0458,SAVINGS,False,False,False,18687.70002179869,2021-08-06,,MEDIUM
ACC_0459,SAVINGS,False,False,False,8626.0892941021,2021-03-17,,LOW
ACC_0460,CURRENT,False,False,False,383720.6755656646,2021-07-08,,LOW
ACC_0461,CURRENT,False,False,False,37885.217005924285,2019-05-17,,MEDIUM
ACC_0462,CURRENT,False,False,False,15682.949630589439,2018-05-30,,MEDIUM
ACC_0463,SAVINGS,False,False,False,46947.0614090534,2020-08-09,,LOW
ACC_0464,CURRENT,False,False,False,31735.980265826292,2022-01-11,,LOW
ACC_0465,DORMANT,False,True,False,27856.914208590428,2020-03-27,,LOW
ACC_0466,SAVINGS,False,False,False,75886.95214077864,2019-10-16,,LOW
ACC_0467,SAVINGS,False,False,False,90130.08116267029,2018-10-16,,LOW
ACC_0468,SAVINGS,False,False,False,19214.080005296644,2021-06-14,,LOW
ACC_0469,DORMANT,False,True,False,18197.110763895547,2022-07-25,,LOW
ACC_0470,CURRENT,False,False,False,26106.457158420082,2022-04-12,,LOW
ACC_0471,DORMANT,False,True,False,2293.179593553132,2022-12-06,,LOW
ACC_0472,SAVINGS,False,False,False,5894.474851933057,2020-11-01,,LOW
ACC_0473,SAVINGS,False,False,False,187259.21658829597,2018-04-10,,LOW
ACC_0474,SAVINGS,False,False,False,261440.30472098547,2021-09-01,,MEDIUM
ACC_0475,SAVINGS,False,False,True,26934.324409118908,2018-08-09,,LOW
ACC_0476,SHELL,True,False,False,72538.18237566245,2022-04-14,,LOW
ACC_0477,SAVINGS,False,False,False,52759.555689914436,2021-02-24,,LOW
ACC_0478,CURRENT,False,False,False,1461036.9336898776,2020-10-29,,LOW
ACC_0479,CURRENT,False,False,False,139175.34524764525,2021-06-30,,MEDIUM
ACC_0480,SAVINGS,False,False,False,31147.799828837367,2020-03-17,,LOW
ACC_0481,DORMANT,False,True,False,11537.426073340786,2020-01-19,,MEDIUM
ACC_0482,SAVINGS,False,False,False,5283.079343471824,2020-10-21,,LOW
ACC_0483,SAVINGS,False,False,False,46358.334110543954,2022-07-05,,LOW
ACC_0484,SAVINGS,False,False,False,14652.688392920263,2020-11-21,,LOW
ACC_0485,DORMANT,False,True,False,6589.913809862947,2020-03-15,,HIGH
ACC_0486,CURRENT,False,False,False,16715.84814153267,2019-11-20,,LOW
ACC_0487,CURRENT,False,False,False,9918.35535455604,2021-02-26,,LOW
ACC_0488,NRO,False,False,False,275011.98625676293,2021-10-11,,LOW
ACC_0489,SAVINGS,False,False,False,104607.20485830374,2023-01-15,,MEDIUM
ACC_0490,CURRENT,False,False,True,35969.722806550206,2020-08-29,,LOW
ACC_0491,CURRENT,False,False,False,214471.67699874967,2021-03-30,,LOW
ACC_0492,CURRENT,False,False,False,39848.57678102273,2018-12-16,,LOW
ACC_0493,CURRENT,False,False,False,12919.059213671753,2020-02-18,,LOW
ACC_0494,CURRENT,False,False,True,225877.67998416253,2023-04-26,,MEDIUM
ACC_0495,SAVINGS,False,False,False,69334.0947843476,2020-05-07,,LOW
ACC_0496,CURRENT,False,False,False,10459.904575835755,2022-05-07,,MEDIUM
ACC_0497,SAVINGS,False,False,False,28899.904982711516,2022-01-29,,LOW
ACC_0498,SAVINGS,False,False,False,12698.740520799827,2019-10-28,,HIGH
ACC_0499,SAVINGS,False,False,False,6909.415480744005,2023-05-14,,LOW
